ID,ObsType,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
19307,GAN,35.1631,129.034,53.06,2008-03-08,23:10,2008-03-09,08:10,3,,,1/4 of sky,Orion,I observed it in Korea Science Academy which is specialized science high school for gifted students.,Sky was covered about 1/6 by clouds.,South Korea
19306,GAN,43.2285,12.0941,593.76,2008-03-08,23:09,2008-03-09,00:09,3,,,1/4 of sky,Orion,,,Italy
19305,GAN,33.8348,-118.196,31.89,2008-03-08,23:07,2008-03-08,15:07,1,,,1/4 of sky,Orion,"Long Beach, CA",Very cloudy. barely any stars visible.,United States - California
19304,GAN,-41.4783,173.971,5.0,2008-03-08,23:06,2008-03-09,12:06,5,,,clear,Orion,Approx 2 km from small town pop 25000 .No street lighiting in street of semi-rural area  Mngnitude limit is possibly higher and falls between 5 & 6 but there is doubt so I have erred on the lower limit of 5.,No Moon-sky clarity VG ie. no pollen or haze obivious. No light or sky glow in Northly direction and stars visible down to low hills 3/4deg.,New Zealand
19303,GAN,-33.0191,-61.0433,72.45,2008-03-08,23:00,2008-03-08,21:00,4,,,clear,Orion,"Taller de Ciencia de la Escuela1345 - Club de aficionados ""Astronom_a para todos"" - PUJATO (SANTA FE) Argentina",,Argentina
19302,GAN,-35.4719,-69.5736,1409.7,2008-03-08,23:00,2008-03-08,21:00,6,,,clear,Orion,,,Argentina
19301,GAN,35.29,-93.04,260.55,2008-03-08,23:00,2008-03-08,17:00,4,,,1/4 of sky,Orion,driveway lights,Slight haze,United States - Arkansas
19300,GAN,32.2294,-110.951,741.95,2008-03-08,23:00,2008-03-08,16:00,5,,,clear,Orion,,,United States - Arizona
19299,GAN,37.3448,-81.4453,519.13,2008-03-08,23:00,2008-03-08,18:00,-9999,,,1/4 of sky,Orion,MVHS/HTolnay and SShadowens  Sarah and Ryan,snowy,United States - West Virginia
19298,GAN,37.3894,-81.4099,702.26,2008-03-08,23:00,2008-03-08,18:00,-9999,,,over 1/2 of sky,Orion,MVMS/KM,,United States - West Virginia
19297,GAN,35.1631,129.034,53.06,2008-03-08,23:00,2008-03-09,08:00,3,,,1/4 of sky,Orion,I observed it in Korea Science Academy(KSA) in Busan city,The sky was covered about 1/6,South Korea
19296,GAN,26.94,-82.26,4.17,2008-03-08,23:00,2008-03-08,18:00,4,,,clear,Orion,There was a street light right in front of my driveway.,,United States - Florida
19295,GAN,27.105,-81.4156,25.56,2008-03-08,23:00,2008-03-08,18:00,6,,,clear,Orion,"nearest town - Lake Placid, FL - 25 miles to the north",Cold front went through during the day. Sky was completely clear of clouds; seeing good (8 of 10); sky clarity fair (7 of 10).,United States - Florida
19294,GAN,33.047,-84.156,262.82,2008-03-08,23:00,2008-03-08,18:00,4,,,clear,Orion,,Sky was clear. Temperature is near freezing (0 degrees C or 32 degrees F),United States - Georgia
19293,GAN,44.9544,26.0225,158.99,2008-03-08,23:00,2008-03-09,01:00,4,,,clear,Orion,,,Romania
19292,GAN,42.44,25.62,315.4,2008-03-08,23:00,2008-03-09,01:00,5,,,clear,Orion,,,Bulgaria
19291,GAN,35.1669,129.056,31.01,2008-03-08,23:00,2008-03-09,08:00,3,,,1/4 of sky,Orion,Busan Gwangyeoksi Busanjingu Dangam3dong korea science academy.,Clouds cover about 1/6,South Korea
19290,GAN,39.31,-76.65,71.44,2008-03-08,22:55,2008-03-08,17:55,2,,,clear,Orion,,,United States - Maryland
19289,GAN,34.0873,-84.1883,344.7,2008-03-08,22:51,2008-03-08,17:51,4,,,clear,Orion,,,United States - Georgia
19288,GAN,38.9592,-77.0537,91.66,2008-03-08,22:50,2008-03-08,17:50,4,17.81,,clear,Orion,,,United States - District of Columbia
19287,GAN,31.9032,-110.981,858.82,2008-03-08,22:47,2008-03-08,15:47,5,,,clear,Orion,"318 e calle aspa, green valley, az, 85614, front driveway, neighbor's porchlight is 30-40 feet from viewing site, slightly interfered with view due to glare.",It was beautiful!,United States - Arizona
19286,GAN,38.9502,-77.0502,73.34,2008-03-08,22:44,2008-03-08,17:44,4,17.98,,clear,Orion,,,United States - District of Columbia
19285,GAN,32.0,-111.0,862.84,2008-03-08,22:40,2008-03-08,15:40,5,,,1/2 of sky,Orion,The location was very nice I had a fun time looking up at the night sky!  This was a nice and relaxing project.,Very pretty. Except for the clouds.,United States - Arizona
19284,GAN,38.9457,-77.0505,27.33,2008-03-08,22:39,2008-03-08,17:39,4,17.86,,clear,Orion,,,United States - District of Columbia
19283,GAN,50.3649,18.854,291.3,2008-03-08,22:35,2008-03-08,23:35,1,,,clear,Orion,http://www.zumi.pl/namapie.html?&loc=Bytom&Submit=Szukaj&long=18.8540354&lat=50.364936&type=2&scale=2  During the program we have made seven observations. We had a good time and quite a lot of fun. We've also made some photos of Miechowice by night. You can see them in our blog:www.djkupras.blogspot.com Till next year! jacekkupras@o2.pl,Clear but foggy.,Poland
19282,GAN,39.3687,-76.8127,165.45,2008-03-08,22:32,2008-03-08,17:32,3,,,clear,Orion,,,United States - Maryland
19281,GAN,49.5661,15.9364,565.24,2008-03-08,22:30,2008-03-08,23:30,5,,,clear,Orion,,,Czech Republic
19280,GAN,-35.4719,-69.5736,1409.7,2008-03-08,22:30,2008-03-08,20:30,6,,,clear,Orion,,,Argentina
19279,GAN,40.9204,-83.8864,249.13,2008-03-08,22:30,2008-03-08,17:30,5,,,clear,Orion,l  thank you fordoing this for us....we would lost if you did not help us. YOU ARE THE BEST!!!!!!,,United States - Ohio
19278,GAN,29.6051,-82.4269,26.63,2008-03-08,22:30,2008-03-08,17:30,4,,,clear,Orion,From the back yard  S&T.com,Clear cool weather - seeing was very good on Sunday evening,United States - Florida
19277,GAN,35.0938,-116.832,584.67,2008-03-08,22:30,2008-03-08,14:30,7,,,clear,Orion,It is really in the middle of no where.,It was a really clear sky that evening. There were so many stars that for a while we struggled to locate Orion.,United States - California
19276,GAN,9.22683,99.838,16.85,2008-03-08,22:30,2008-03-09,05:30,7,,,over 1/2 of sky,Orion,,,Thailand
19275,GAN,35.509,-83.0994,979.62,2008-03-08,22:30,2008-03-08,17:30,-9999,,,1/4 of sky,Orion,It started snowing while outside.,The few stars I could see were vey beautiful,United States - North Carolina
19274,GAN,49.1936,16.5978,256.96,2008-03-08,22:30,2008-03-08,23:30,1,,,clear,Orion,,,Czech Republic
19273,GAN,37.3535,-122.03,48.11,2008-03-08,22:30,2008-03-08,14:30,3,,,clear,Orion,,,United States - California
19272,GAN,32.2651,-110.904,735.86,2008-03-08,22:30,2008-03-08,15:30,3,,,clear,Orion,,,United States - Arizona
19271,GAN,27.3411,-82.5331,7.2,2008-03-08,22:30,2008-03-08,17:30,4,,,1/2 of sky,Orion,Near Interstate 75 and Bee Ridge Road.,Cloud cover blocking Orion gone by 10:30 pm. Other parts of sky were cloudy.,United States - Florida
19270,GAN,27.006,-82.396,3.1,2008-03-08,22:27,2008-03-08,17:27,4,,,1/2 of sky,Orion,,couldy but where there were gaps stars could be seen easly,United States - Florida
19269,GAN,30.0556,-95.1508,18.81,2008-03-08,22:25,2008-03-08,16:25,4,,,clear,Orion,Inside community of Kingwood - hard to get far away from street lights,This is about as good as it gets in Kingwood,United States - Texas
19268,GAN,37.3661,-81.5518,427.37,2008-03-08,22:18,2008-03-08,17:18,-9999,,,over 1/2 of sky,Orion,MVMS/NH,,United States - West Virginia
19267,GAN,32.0,-110.0,1650.09,2008-03-08,22:15,2008-03-08,15:15,4,,,clear,Orion,none,Clear,United States - Arizona
19266,GAN,-34.8478,-58.0811,11.58,2008-03-08,22:15,2008-03-08,20:15,4,,,clear,Orion,,,Argentina
19265,GAN,37.9439,-91.7439,306.26,2008-03-08,22:15,2008-03-08,16:15,5,,,clear,Orion,,,United States - Missouri
19264,GAN,40.4046,-111.77,1467.97,2008-03-08,22:14,2008-03-08,15:14,4,,,clear,Orion,About 400m away there is a house with lights on  It's always hazy in Utah.,It's a little bit hazy.,United States - Utah
19263,GAN,32.9225,-96.4617,178.38,2008-03-08,22:11,2008-03-08,16:11,1,,,1/4 of sky,Orion,,Sky was fairly cloudy to the west and a neighbor had a bright light on.,United States - Texas
19262,GAN,41.7178,-86.1885,234.2,2008-03-08,22:10,2008-03-08,17:10,0,14.32,,clear,Orion,U.P.-East  Actual date of observation was 09MAR08,clear,United States - Indiana
19261,GAN,41.7178,-86.1885,234.2,2008-03-08,22:10,2008-03-08,17:10,0,14.47,,clear,Orion,U.P.-East  Actual observation date was 09MAR08,clear,United States - Indiana
19260,GAN,41.7178,-86.1885,234.2,2008-03-08,22:10,2008-03-08,17:10,2,15.75,,clear,Orion,U.P.-East  Actual observation date was 09MAR08,clear,United States - Indiana
19259,GAN,40.8547,25.8644,33.44,2008-03-08,22:10,2008-03-09,00:10,5,,,clear,Orion,Alexandroupolis - Greece - about 1.5 km away from the center of the town  Lamps 20 m away,very clear sky,Greece
19258,GAN,38.8244,-77.2645,91.76,2008-03-08,22:10,2008-03-08,17:10,3,,,1/4 of sky,Orion,,,United States - Virginia
19257,GAN,14.7852,17.3835,284.57,2008-03-08,22:10,2008-03-08,23:10,4,,,clear,Orion,,,Chad
19256,GAN,-34.4963,-58.5185,24.03,2008-03-08,22:05,2008-03-08,20:05,-9999,,,1/4 of sky,Orion,"A 40 m hay dos faros de iluminaci_n callejera bloqueados de mi vista.  Hoy, por la tarde estuvo lloviendo. Sopla viento NO, leve.",Cielo algo nublado.,Argentina
19255,GAN,-35.4273,-71.6665,104.38,2008-03-08,22:05,2008-03-08,19:05,5,,,1/4 of sky,Orion,,,Chile
19254,GAN,38.9478,-77.1237,45.9,2008-03-08,22:04,2008-03-08,17:04,4,18.54,,clear,Orion,,,United States - Maryland
19253,GAN,9.83664,-83.8749,1340.76,2008-03-08,22:03,2008-03-08,16:03,7,,,clear,Orion,,,Costa Rica
19252,GAN,45.1361,14.1805,123.68,2008-03-08,22:00,2008-03-08,23:00,6,,,1/4 of sky,Orion,"PLOMIN LUKA, industrial zone, TE Plomin, many lights",,Croatia
19251,GAN,45.098,14.1069,214.46,2008-03-08,22:00,2008-03-08,23:00,6,,,1/4 of sky,Orion,"VINE}, urban zone, garden with light",,Croatia
19250,GAN,45.1567,14.1575,111.4,2008-03-08,22:00,2008-03-08,23:00,1,,,clear,Orion,"VOZILII, rural zone, garden without light",,Croatia
19249,GAN,45.1455,14.0628,282.32,2008-03-08,22:00,2008-03-08,23:00,2,,,1/4 of sky,Orion,"`UMBER, rural zone, garden without light",,Croatia
19248,GAN,40.3799,-105.109,1534.03,2008-03-08,22:00,2008-03-08,15:00,-9999,,,over 1/2 of sky,Orion,M's Backyard,,United States - Colorado
19247,GAN,40.8922,-83.907,255.65,2008-03-08,22:00,2008-03-08,17:00,5,,,clear,Orion,thank you,,United States - Ohio
19246,GAN,40.8768,-83.9532,252.14,2008-03-08,22:00,2008-03-08,17:00,5,,,clear,Orion,,,United States - Ohio
19245,GAN,42.4715,-83.4525,265.46,2008-03-08,22:00,2008-03-08,17:00,4,,,clear,Orion,,,United States - Michigan
19244,GAN,40.3892,-2.75203,759.14,2008-03-08,22:00,2008-03-08,23:00,6,,,1/4 of sky,Orion,Rural area  Used averted vision and let eyes adapt to darkness.,,Spain
19243,GAN,-33.03,-71.4,144.43,2008-03-08,22:00,2008-03-08,19:00,5,,,clear,Orion,,,Chile
19242,GAN,9.22224,99.8464,8.4,2008-03-08,22:00,2008-03-09,05:00,3,,,1/2 of sky,Orion,,,Thailand
19241,GAN,32.24,-110.96,735.7,2008-03-08,22:00,2008-03-08,15:00,3,,,clear,Orion,,"The sky is clear, and bright due to city lights. There is a cresent moon.",United States - Arizona
19240,GAN,-34.8475,-58.0817,11.96,2008-03-08,22:00,2008-03-08,20:00,3,,,clear,Orion,,,Argentina
19239,GAN,26.4503,-81.9344,0.0,2008-03-08,22:00,2008-03-08,17:00,4,,,1/4 of sky,Orion,The Night before was really clouded even sunday so saturday was the one night to make observations  COOL SKY,BEAUTIFUL,United States - Florida
19238,GAN,33.494,-111.921,381.35,2008-03-08,22:00,2008-03-08,15:00,3,,,clear,Orion,,,United States - Arizona
19237,GAN,40.0,-105.0,1589.92,2008-03-08,22:00,2008-03-08,15:00,5,,,1/4 of sky,Orion,,cloudy but i live in a dimmed area and was out on a dark path,United States - Colorado
19236,GAN,45.07,-93.01,283.98,2008-03-08,22:00,2008-03-08,16:00,3,,,clear,Orion,,,United States - Minnesota
19235,GAN,40.2594,-76.748,165.32,2008-03-08,22:00,2008-03-08,17:00,3,,,clear,Orion,,,United States - Pennsylvania
19234,GAN,37.4317,-81.5729,405.04,2008-03-08,22:00,2008-03-08,17:00,1,,,clear,Orion,MVMS/AM there was a street ligh tin front of my house,it was cloudy but you could see some of the stars,United States - West Virginia
19233,GAN,35.077,-106.292,2208.97,2008-03-08,22:00,2008-03-08,15:00,5,,,over 1/2 of sky,Orion,Elevation 7233 ft  Hopefully this survey will be done again for another assessment.,Orion was cloud covered. Gaged manitude on Canus Major region. This was a overcast week with snow on some days. Typically our skys at this location are mag 6 (maybe better).,United States - New Mexico
19232,GAN,45.7,18.1,90.02,2008-03-08,22:00,2008-03-08,23:00,4,,,1/2 of sky,Orion,,,Croatia
19231,GAN,41.7175,1.42444,747.0,2008-03-08,22:00,2008-03-08,23:00,4,,,clear,Orion,Rural zone. No big town (>= 10.000 inhabitants) 20 - 25 Km around,,Spain
19230,GAN,46.2103,21.2776,103.0,2008-03-08,22:00,2008-03-09,00:00,-9999,,,over 1/2 of sky,Orion,students from ' sabin dragoi' art highschool arad ROMANIA,"sorry, but it's still raining BYE BYE IN 2009",Romania
19229,GAN,38.3712,26.1326,21.5,2008-03-08,22:00,2008-03-09,00:00,4,,,clear,Orion,"In the city of Chios, East Greece",,Greece
19228,GAN,34.8159,-86.5153,237.09,2008-03-08,22:00,2008-03-08,16:00,5,19.41,,clear,Orion,rural subdivision with streetlights and porchlights. backyard is fairly well shielded by house.  This year's results are not the best conditions. This whole winter season has been less than average observing.,transparency average to poor. Orion in sky glow of Huntsville. Would have been better earlier.,United States - Alabama
19227,GAN,37.0651,-76.3144,1.42,2008-03-08,22:00,2008-03-08,17:00,4,,,clear,Orion,"Backyard in Hampton, VA on edge of marsh.","Orion low in light dome of Hampton, VA and Langley AFB at the time of observation. Sky was clear, 40 mph winds, 40F.",United States - Virginia
19226,GAN,33.4593,-82.2113,133.78,2008-03-08,22:00,2008-03-08,17:00,4,,,clear,Orion,local neighborhood with street lights  APUS.edu SC124 C001 Fall 07Lindsey Green,clear sky,United States - Georgia
19225,GAN,42.6667,23.3333,597.21,2008-03-08,22:00,2008-03-09,00:00,4,,,clear,Orion,"Boyana, suburb of Sofia",24 hours after a medium rain. Slight wind during the daylight.,Bulgaria
19224,GAN,41.33,0.41,312.92,2008-03-08,22:00,2008-03-08,23:00,3,,,1/4 of sky,Orion,"El poble on s'ha realitzat l'exploraci_ _s Artesa de Lleida, de 1.400 habitants.","Cel bastant clar, deixava veure b_ Orion.",Spain
19223,GAN,49.2436,-122.785,37.01,2008-03-08,22:00,2008-03-08,14:00,3,,,clear,Orion,"Orion is in the SW, in the skyglow of lights from the Port Mann Bridge and Cape Horn Interchange","Clear, but transperency is poor.",Canada
19222,GAN,41.7139,-88.1534,202.7,2008-03-08,21:58,2008-03-08,15:58,-9999,,,1/2 of sky,Orion,I live in a fairly populated Suburban area. There isn't much open area and if there is open area it is near a mini-mall or something similar that produces light,"I've been been observing the sky at my location for the past few nights, hopeing to see a pleasnt night sky, but it was somewhat cloudy again tonight. But even when looking up to the sky there is the faint blur in the sky from light pollution. Even on a",United States - Illinois
19221,GAN,49.7821,17.7562,502.09,2008-03-08,21:56,2008-03-08,22:56,4,,,1/2 of sky,Orion,,,Czech Republic
19220,GAN,35.8089,-78.6622,92.16,2008-03-08,21:55,2008-03-08,16:55,4,,,1/4 of sky,Orion,Saw from front of house. Street light 40 yards away. No lights on close by.,,United States - North Carolina
19219,GAN,39.9756,-105.254,1688.78,2008-03-08,21:53,2008-03-08,14:53,-9999,,,over 1/2 of sky,Orion,Regular suburban setting.,"Total cloud cover, no stars.",United States - Colorado
19218,GAN,38.9884,-77.1784,79.61,2008-03-08,21:52,2008-03-08,16:52,4,18.83,,clear,Orion,,,United States - Maryland
19217,GAN,9.96689,-84.2241,845.82,2008-03-08,21:52,2008-03-08,15:52,5,,,clear,Orion,,,Costa Rica
19216,GAN,41.7291,-86.1774,241.67,2008-03-08,21:50,2008-03-08,16:50,4,18.11,,clear,Orion,Toscana  Actual date of observation was 09MAR08,clear,United States - Indiana
19215,GAN,41.7291,-86.1774,241.67,2008-03-08,21:50,2008-03-08,16:50,4,18.32,,clear,Orion,Toscana  Actual date of observation was 09MAR08,clear,United States - Indiana
19214,GAN,41.7291,-86.1774,241.67,2008-03-08,21:50,2008-03-08,16:50,4,18.24,,clear,Orion,Toscana  Actual date of observation was 09MAR08,clear,United States - Indiana
19213,GAN,32.3835,-111.026,769.73,2008-03-08,21:50,2008-03-08,14:50,6,,,clear,Orion,,,United States - Arizona
19212,GAN,35.622,-79.188,80.29,2008-03-08,21:50,2008-03-08,16:50,5,,,clear,Orion,,,United States - North Carolina
19211,GAN,32.3996,-110.982,780.49,2008-03-08,21:47,2008-03-08,14:47,5,,,clear,Orion,,A little bit hazy over sky towards the southern sky due to the city lights.,United States - Arizona
19210,GAN,43.7547,-71.001,138.53,2008-03-08,21:45,2008-03-08,16:45,-9999,,,over 1/2 of sky,Orion,,No lights blocking view.,United States - New Hampshire
19209,GAN,26.88,-82.26,0.45,2008-03-08,21:45,2008-03-08,16:45,4,,,clear,Orion,Front of my house,Stars were pretty visible. No cloud coverage over Orion's belt.,United States - Florida
19208,GAN,37.061,-120.835,34.84,2008-03-08,21:45,2008-03-08,13:45,4,,,clear,Orion,It is a bit breezy.,the sky is clear of clouds and there are dozens of stars in the sky,United States - California
19207,GAN,39.73,-104.86,1646.59,2008-03-08,21:45,2008-03-08,14:45,-9999,,,over 1/2 of sky,Orion,,,United States - Colorado
19206,GAN,41.7112,-86.0443,232.63,2008-03-08,21:45,2008-03-08,16:45,-9999,,,1/4 of sky,Orion,,"Cold front came through and sky is clearing. Clouds to the east; Orion is low in the west, where it is clear.",United States - Indiana
19205,GAN,38.634,-91.9556,163.2,2008-03-08,21:45,2008-03-08,15:45,4,,,clear,Orion,,,United States - Missouri
19204,GAN,38.9985,-77.1918,97.52,2008-03-08,21:44,2008-03-08,16:44,4,18.8,,clear,Orion,,,United States - Maryland
19203,GAN,40.4304,-111.77,1510.22,2008-03-08,21:43,2008-03-08,14:43,-9999,,,1/2 of sky,Orion,,,United States - Utah
19202,GAN,35.9565,-78.6949,109.65,2008-03-08,21:43,2008-03-08,16:43,5,,,clear,Orion,There were some trees in the way of my eye sight so it was kind of hard to see everything perfectly.  IT WAS COLD!!! BRRR!!!,A little haze to the south,United States - North Carolina
19201,GAN,34.11,-117.39,396.83,2008-03-08,21:42,2008-03-08,13:42,3,,,1/4 of sky,Orion,,,United States - California
19200,GAN,49.1878,16.5944,205.97,2008-03-08,21:40,2008-03-08,22:40,4,,,1/4 of sky,Orion,,,Czech Republic
19199,GAN,40.8424,-83.9946,261.56,2008-03-08,21:40,2008-03-08,16:40,5,,,clear,Orion,out in the country.. clear view of sky,,United States - Ohio
19198,GAN,26.923,-82.3273,1.74,2008-03-08,21:40,2008-03-08,16:40,4,,,1/4 of sky,Orion,There is one street light near but it is blocked from view by a nearby tree.,partly cloudy but otherwise clear,United States - Florida
19197,GAN,32.1683,-111.062,794.83,2008-03-08,21:40,2008-03-08,14:40,4,,,clear,Orion,32.17 (32_10') | -111.06 (-111_3'),,United States - Arizona
19196,GAN,46.1716,21.3544,108.0,2008-03-08,21:40,2008-03-08,23:40,-9999,,,over 1/2 of sky,Orion,STUDENTS FROM 'SABIN DRAGOI' ART HIGHSCHOOL ARAD ROMANIA,"NOTHIHG, SORRY BYE IN 2009",Romania
19195,GAN,41.7324,-86.17,240.76,2008-03-08,21:39,2008-03-08,16:39,4,18.48,,clear,Orion,BH-F  Actual date of observation was 09MAR08,clear,United States - Indiana
19194,GAN,41.7324,-86.17,240.76,2008-03-08,21:39,2008-03-08,16:39,4,18.58,,clear,Orion,BH-F  Actual date of observation was 09MAR08,clear,United States - Indiana
19193,GAN,-35.4227,-71.6695,101.91,2008-03-08,21:38,2008-03-08,18:38,3,,,clear,Orion,,,Chile
19192,GAN,41.7333,-86.1768,244.77,2008-03-08,21:36,2008-03-08,16:36,4,18.41,,clear,Orion,BH-C  Actual date of observation was 09MAR08,clear,United States - Indiana
19191,GAN,41.7333,-86.1768,244.77,2008-03-08,21:36,2008-03-08,16:36,4,18.56,,clear,Orion,BH-C  Actual date of observation was 09MAR08,clear,United States - Indiana
19190,GAN,41.7333,-86.1768,244.77,2008-03-08,21:36,2008-03-08,16:36,4,18.53,,clear,Orion,BH-C  Actual date of observation was 09MAR08,clear,United States - Indiana
19189,GAN,35.8462,-78.6573,101.42,2008-03-08,21:36,2008-03-08,16:36,3,,,1/4 of sky,Orion,There was some light from the kitchen.,"a little bit cloudy, but can see lots of stars.",United States - North Carolina
19188,GAN,45.1733,14.1386,134.02,2008-03-08,21:35,2008-03-08,22:35,3,,,1/4 of sky,Orion,"KR`AN, rural zone, alight garden",,Croatia
19187,GAN,37.6876,-120.98,30.81,2008-03-08,21:35,2008-03-08,13:35,5,,,clear,Orion,,,United States - California
19186,GAN,37.72,-122.14,19.13,2008-03-08,21:35,2008-03-08,13:35,1,,,1/4 of sky,Orion,,,United States - California
19185,GAN,32.4122,-110.993,832.19,2008-03-08,21:35,2008-03-08,14:35,5,,,clear,Orion,There are lights on in my neighbors houses that don't interupt the sky very much.,,United States - Arizona
19184,GAN,32.16,-111.03,775.04,2008-03-08,21:35,2008-03-08,14:35,4,,,clear,Orion,,,United States - Arizona
19183,GAN,42.9318,-74.6269,99.73,2008-03-08,21:35,2008-03-08,16:35,-9999,,,over 1/2 of sky,Orion,I did this at my house by the school.  Sorry for the limited data.,Saturday night was a horrible night. The clouds covered all the sky and I couldn't even find 1 star!,United States - New York
19182,GAN,32.3748,-111.02,757.52,2008-03-08,21:35,2008-03-08,14:35,2,,,clear,Orion,It's entirely dark outside so I can see all the skies without difficulty.,,United States - Arizona
19181,GAN,41.7314,-86.1758,241.57,2008-03-08,21:34,2008-03-08,16:34,4,18.43,,clear,Orion,clear  Actual date of observation was 09MAR08,clear,United States - Indiana
19180,GAN,41.7314,-86.1758,241.57,2008-03-08,21:34,2008-03-08,16:34,4,18.49,,clear,Orion,BH-B  Actual observation was made on 09MAR08,clear,United States - Indiana
19179,GAN,41.7314,-86.1758,241.57,2008-03-08,21:34,2008-03-08,16:34,4,18.56,,clear,Orion,BH-B  Actual observation was on 09MAR08,clear,United States - Indiana
19178,GAN,41.7321,-86.1773,244.27,2008-03-08,21:32,2008-03-08,16:32,4,18.34,,clear,Orion,BH-A  Actual date of observation was 09MAR08,clear,United States - Indiana
19177,GAN,41.7321,-86.1773,244.27,2008-03-08,21:32,2008-03-08,16:32,4,18.51,,clear,Orion,BH-A  Date of actual observation was 09MAR08,clear,United States - Indiana
19176,GAN,41.7321,-86.1773,244.27,2008-03-08,21:32,2008-03-08,16:32,4,18.45,,clear,Orion,BH-A  Date of actual observation was 09MAR08,clear,United States - Indiana
19175,GAN,37.3894,-81.4099,702.26,2008-03-08,21:32,2008-03-08,16:32,-9999,,,over 1/2 of sky,Orion,mvms/qw there are two street lights in front of the house,i couldnt see because it was cloudy,United States - West Virginia
19174,GAN,37.4253,-81.5069,454.47,2008-03-08,21:31,2008-03-08,16:31,6,,,clear,Orion,MVMS/MG,i have never seen all of a ryan before,United States - West Virginia
19173,GAN,39.9203,-105.083,1637.88,2008-03-08,21:31,2008-03-08,14:31,-9999,,,over 1/2 of sky,Orion,Standard suburban setting.,Heavy clouds cover whole sky.,United States - Colorado
19172,GAN,33.0152,-117.259,3.35,2008-03-08,21:30,2008-03-08,13:30,4,17.89,,clear,Orion,Actual Date of observation 11MAR08,,United States - California
19171,GAN,33.0152,-117.259,3.35,2008-03-08,21:30,2008-03-08,13:30,4,17.85,,clear,Orion,Actual Date of observation 11MAR08,,United States - California
19170,GAN,33.0152,-117.259,3.35,2008-03-08,21:30,2008-03-08,13:30,4,17.83,,clear,Orion,Actual Date of observation 11MAR08,,United States - California
19169,GAN,-32.8667,-60.7,30.34,2008-03-08,21:30,2008-03-08,19:30,1,,,over 1/2 of sky,Orion,,,Argentina
19168,GAN,40.8922,-83.8953,254.87,2008-03-08,21:30,2008-03-08,16:30,4,,,clear,Orion,,,United States - Ohio
19167,GAN,40.8918,-83.8939,254.8,2008-03-08,21:30,2008-03-08,16:30,4,,,clear,Orion,,,United States - Ohio
19166,GAN,32.35,-110.99,760.19,2008-03-08,21:30,2008-03-08,14:30,4,,,clear,Orion,,,United States - Arizona
19165,GAN,45.2003,14.1472,19.35,2008-03-08,21:30,2008-03-08,22:30,6,,,clear,Orion,"rural zone, street without light",,Croatia
19164,GAN,42.4948,-70.877,9.33,2008-03-08,21:30,2008-03-08,16:30,3,,,clear,Orion,roof top,clear cold night,United States - Massachusetts
19163,GAN,45.29,-93.19,277.48,2008-03-08,21:30,2008-03-08,15:30,4,,,clear,Orion,,,United States - Minnesota
19162,GAN,42.5502,-70.9795,32.6,2008-03-08,21:30,2008-03-08,16:30,4,,,1/4 of sky,Orion,,,United States - Massachusetts
19161,GAN,45.0722,-93.0697,283.18,2008-03-08,21:30,2008-03-08,15:30,6,,,1/4 of sky,Orion,,,United States - Minnesota
